name,description,image,category,sub_category,sub_category_id
"Bio Balance Organic Citrus Shampoo Sulfate Free, 150Ml","بايو بالانس سيترس شامبو الخالي من السلفات, 150 مل",,Hair Care,Shampoo,4
"Bio Balance Organic Citrus Shampoo Sulfate Free, 330Ml","بايو بالانس سيترس شامبو الخالي من السلفات, 330 مل",,Hair Care,Shampoo,4
"Bio Balance Organic Lavender Shampoo Sulfate Free, 180 Ml",بيو بالانس لافندر شامبو الخالي من السلفات، 180 مل,,Hair Care,Shampoo,4
"Bio Balance Organic Lavender Shampoo Sulfate Free, 330Ml","بايو بالانس شامبو باللافندر الخالي من السلفات, 330 مل",,Hair Care,Shampoo,4
"Bio Balance Organic Pomegranate Shampoo Sulphate Free, 150Ml",بايو بالانس شامبو بالرمان للشعر الخالي من السلفات 150 مل,,Hair Care,Shampoo,4
"Bio Balance Pomegranate Shampoo For Weak & Colored Hair, 330Ml","بايو بالانس شامبو بالرمان للشعر الضعيف و المصبوغ, 330 مل",,Hair Care,Shampoo,4
"Bio Balance Shampoo-Pomegranate Shampoo For Weak Hair, 180 Ml",بيو بالانس شامبو بالرمان للشعر الضعيف، 180 مل,,Hair Care,Shampoo,4
"Bioblas anti-hair loss Shampoo For Colored And Highlighted Hair, 360 Ml",بيوبلاس شامبو ضد التساقط للشعر المصبوغ، 360 مل,,Hair Care,Shampoo,4
"Bioblas Botanic Oils Olive Oil Shampoo, 360 Ml",بيوبلاس شامبو ضد تساقط الشعر بخلاصة زيت الزيتون، 360 مل,,Hair Care,Shampoo,4
"Bionike Defence Anti Dandruff Shampoo, 125Ml","بايونيكيه ديفينس شامبو لمعالجة القشرة, 125 مل",,Hair Care,Shampoo,4
"Bionike Defence Dermo Soothing Gentle Shampoo, 200Ml","بايونيكيه ديفينس شامبو لطيف مرطب للشعر و فروة الرأس, 200 مل",,Hair Care,Shampoo,4
"Blends Anti Frizz Shampoo For Split Ends, 400Ml","بليندز شامبو مضاد للهيشان للشعر المتقصف,400 مل",,Hair Care,Shampoo,4
"Blends Everyday Moisture Shampoo For Very Dry Hair, 400Ml","بليندز شامبو الترطيب اليومي للشعر شديد الجفاف,400 مل",,Hair Care,Shampoo,4
"Blends Extra Volume Shampoo For Fine Hair, 400Ml","بليندز شامبو لزيادة كثافة الشعر الخفيف,400 مل",,Hair Care,Shampoo,4
"Blends Rich&Smooth Shampoo For Damaged Hair, 400Ml","بليندز شامبو لترطيب و تغذية الشعر التالف, 400 مل",,Hair Care,Shampoo,4
"Blends Silky Soft Shampoo For Dry Hair, 400Ml","بليندز شامبو النعومة الحريرية للشعر الجاف,400 مل",,Hair Care,Shampoo,4
"Blends Thermal Protection Shampoo For Colored Hair, 400Ml","بليندز شامبو الحماية من الحرارة للشعر الملون, 400 مل",,Hair Care,Shampoo,4
"Blends Total Repair Shampoo For Weak Hair, 400Ml","بليندز شامبو الاصلاح المتكامل للشعر الضعيف, 400 مل",,Hair Care,Shampoo,4
"Chi Deep Brilliance Optimum Moisture Shampoo, 355 Ml",تشي ديب بريليانس أوبتيموم شامبو مرطب ، 355 مل,,Hair Care,Shampoo,4
"Chi Enviro Smoothing Shampoo, 355 Ml",تشي انفيرو شامبو لتنعيم الشعر ، 355 مل,,Hair Care,Shampoo,4
"Chi Keratin Reconstructing Shampoo, 355Ml","تشي شامبو بالكيراتين لاعادة بناء الشعر, 355 مل",,Hair Care,Shampoo,4
"Chi Power Plus Exfoliate Shampoo, 355M",تشي باور بلس شامبو ضد القشرة، 355 مل,,Hair Care,Shampoo,4
"Chi Rose Hip Oil Coloring Nurture Protecting Shampoo, 340 Ml",تشي روز زيت للون الشعر وشامبو، 340 مل,,Hair Care,Shampoo,4
"Clear Men Deep Cleanse Shampoo, 190Ml","كلير شامبو للرجال للعناية بالشعر , 190 مل",,Hair Care,Shampoo,4
"Clear Men Deep Cleanse Shampoo, 400Ml","كلير شامبو التنظيف العميق للرجال, 400 مل",,Hair Care,Shampoo,4
"Clear Men Hair Fall Defense Shampoo, 190Ml","شامبو كلير للرجال ديفينس لمعالجة تساقط الشعر, 190 مل",,Hair Care,Shampoo,4
"Clear Men Legend CR7 Shampoo, 180ML",كلير ليجند باي سي ار 7 شامبو ضد القشرة للرجال، 180 مل,,Hair Care,Shampoo,4
"Clear Men Legend CR7 Shampoo, 360ML",كلير ليجند باي سي ار 7 شامبو ضد القشرة للرجال، 360 مل,,Hair Care,Shampoo,4
"Clear Men Legend CR7 Shampoo, 600ML",كلير ليجند باي سي ار 7 شامبو ضد القشرة للرجال، 600 مل,,Hair Care,Shampoo,4
"Clear Scalp For Strong Hair Growth Shampoo, 180Ml","كلير شامبو لزيادة نمو الشعر و تقويته, 180 مل",,Hair Care,Shampoo,4
"Clear Scalp For Strong Hair Growth Shampoo, 360Ml","كلير شامبو لزيادة نمو الشعر و تقويته, 360 مل",,Hair Care,Shampoo,4
"Clear Shampoo For Women Soft And Shiny, 180Ml","كلير شامبو للنساء لشعر انعم و اكثر لمعانا, 180 مل",,Hair Care,Shampoo,4
